state,ccn,facility_name,street_address,city,zip_code,fips_county,provider_subtype,reporting_source,dates_with_missing_data,certified_bed_count,component_hospitals,week_ending,days_at_100%,percentage_of_required_fields_reported,hospital_required_to_report_wed_only,total_beds,all_adult_hospital_beds,inpatient_beds,all_adult_hospital_inpatient_beds,inpatient_beds_used,all_adult_hospital_inpatient_bed_occupied,total_icu_beds,total_staffed_adult_icu_beds,icu_beds_used,staffed_adult_icu_bed_occupancy,total_ventilators,ventilators_used,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid,inpatient_ventilators_used_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_covid,hospital_onset_covid,overflow_covid,overflow_ventilators_used_covid,deaths_covid,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_all,previous_day_admission_adult_covid_confirmed_all,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_suspected,previous_day_total_ed_visits,previous_day_covid_ed_visits,total_patients_hospitalized_confirmed_influenza,previous_day_admission_influenza_confirmed,icu_patients_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,previous_day_deaths_influenza,previous_day_deaths_covid_and_influenza,previous_day_remdesivir_used,on_hand_supply_remdesivir_vials,critical_staffing_shortage_today,critical_staffing_shortage_anticipated_within_week,ppe_supply_management_source,on_hand_ventilator_supplies_in_days,n95_respirators_days_available,on_hand_supply_of_surgical_masks_in_days,on_hand_supply_of_eye_protection_in_days,on_hand_supply_of_single_use_surgical_gowns_in_days,on_hand_supply_of_gloves_in_days,able_to_obtain_ventilator_supplies,able_to_obtain_ventilator_medications,able_to_obtain_n95_masks,able_to_obtain_paprs,able_to_obtain_surgical_masks,able_to_obtain_eye_protection,able_to_obtain_single_use_gowns,able_to_obtain_gloves,able_to_maintain_ventilator_supplies,able_to_maintain_ventilator_medications,able_to_maintain_n95_masks,able_to_maintain_paprs,able_to_maintain_surgical_masks,able_to_maintain_eye_protection,able_to_maintain_single_use_gowns,able_to_maintain_gloves,able_to_maintain_lab_nasal_pharyngeal_swabs,able_to_maintain_lab_nasal_swabs,able_to_maintain_lab_viral_transport_media,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,on_hand_supply_therapeutic_b_bamlanivimab_courses,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_personnel_covid_vaccinated_doses_administered,total_personnel_covid_vaccinated_doses_none,total_personnel_covid_vaccinated_doses_one,total_personnel_covid_vaccinated_doses_all,total_personnel,previous_week_patients_covid_vaccinated_doses_one,previous_week_patients_covid_vaccinated_doses_all,Georeference
LA,191314,MADISON PARISH HOSPITAL,900 JOHNSON STREET,TALLULAH,71282,65,Critical Access Hospitals,new_nhsn,[],16,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-91.18548 32.40369)
NY,330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,11212,47,Short Term,new_nhsn,[],1120,3,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,1.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-73.91275 40.6545)
SC,420106,PRISMA HEALTH BAPTIST PARKRIDGE,400 PALMETTO HEALTH PARKWAY,COLUMBIA,29212,63,Short Term,new_nhsn,['2023-03-01'],76,1,03/02/2023 12:00:00 AM,13,0.911,false,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,13.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,POINT (-81.15837 34.08792)
CA,051325,ADVENTIST HEALTH MENDOCINO COAST,700 RIVER DRIVE,FORT BRAGG,95437,45,Critical Access Hospitals,new_nhsn,[],25,1,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-123.80155 39.4313)
IL,143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,"225 E CHICAGO AVE, BOX 140",CHICAGO,60611,31,Childrens Hospitals,new_nhsn,[],262,1,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,14.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,POINT (-87.62169 41.89679)
TX,450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT,75455,449,Short Term,new_nhsn,[],165,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-94.97044 33.1757)
OH,360148,POMERENE HOSPITAL,981 WOOSTER ROAD,MILLERSBURG,44654,75,Short Term,new_nhsn,['2023-02-22'],55,1,03/02/2023 12:00:00 AM,13,0.979,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,POINT (-81.92097 40.5653)
OK,370214,LINDSAY MUNICIPAL HOSPITAL,1305 W CHEROKEE STREET - HIGHWAY 19 WEST,LINDSAY,73052,49,Short Term,new_nhsn,[],26,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-97.6261 34.8399)
NH,301311,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH,3264,9,Critical Access Hospitals,new_nhsn,[],25,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-71.69486 43.75793)
TX,450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,SAN ANTONIO,78258,29,Short Term,new_nhsn,[],30,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-98.4785 29.61329)
NE,280131,MIDWEST SURGICAL HOSPITAL LLC,7915 FARNAM DRIVE,OMAHA,68114,55,Short Term,new_nhsn,[],19,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-96.03696 41.25775)
PR,400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,984,31,Short Term,new_nhsn,[],250,1,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-65.99536 18.39484)
ME,201305,CALAIS COMMUNITY HOSPITAL,24 HOSPITAL LANE,CALAIS,4619,29,Critical Access Hospitals,new_nhsn,[],25,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-67.26951 45.1796)
MS,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,39202,49,Short Term,new_nhsn,['2023-02-23'],639,1,03/02/2023 12:00:00 AM,13,0.932,false,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,POINT (-90.17838 32.31603)
KS,171301,ELLINWOOD DISTRICT HOSPITAL,605 N MAIN STREET,ELLINWOOD,67526,9,Critical Access Hospitals,new_nhsn,[],24,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-98.58122 38.35993)
NC,341329,BLUE RIDGE REGIONAL HOSPITAL,125 HOSPITAL DRIVE,SPRUCE PINE,28777,121,Critical Access Hospitals,new_nhsn,[],85,1,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,POINT (-82.06364 35.91081)
ID,131316,BEAR LAKE MEMORIAL HOSPITAL,164 SOUTH FIFTH STREET,MONTPELIER,83254,7,Critical Access Hospitals,new_nhsn,[],21,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-111.30088 42.31651)
KY,180087,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,42718,217,Short Term,new_nhsn,[],90,1,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,11.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2.0,1.0,12.0,2.0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-85.33911 37.36676)
OH,362025,COMMUNITY SPECIALTY HOSPITAL,"254 CLEVELAND AVENUE, 2ND FLOOR",AMHERST,44001,93,Long Term,new_nhsn,[],30,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-82.22431 41.3997)
NY,330126,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,10940,71,Short Term,new_nhsn,[],450,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-74.369415 41.439962)
TX,450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4700 ALLIANCE BOULEVARD,PLANO,75093,85,Short Term,new_nhsn,[],160,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-96.7908 33.01435)
KY,180101,GEORGETOWN COMMUNITY HOSPITAL,1140 LEXINGTON ROAD,GEORGETOWN,40324,209,Short Term,new_nhsn,[],75,1,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,11.0,11.0,11.0,14.0,14.0,14.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,POINT (-84.56219 38.18561)
TX,452057,NEXUS SPECIALTY HOSPITAL THE WOODLANDS,9182 SIX PINES DRIVE,THE WOODLANDS,77380,339,Long Term,new_nhsn,[],75,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-95.46124 30.1724)
NY,330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,12866,91,Short Term,new_nhsn,[],171,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-73.79699 43.08477)
MA,222046,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,"111 HUNTOON MEMORIAL HIGHWAY, 1ST FLOOR",ROCHDALE,1542,27,Long Term,new_nhsn,"['2023-02-25', '2023-02-26']",174,1,03/02/2023 12:00:00 AM,12,0.863,false,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,2.0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-71.90365 42.20585)
AL,010039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,89,Short Term,new_nhsn,[],881,1,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-86.58125 34.7213)
FL,100053,STEWARD HIALEAH HOSPITAL,651 E 25TH ST,HIALEAH,33013,86,Short Term,new_nhsn,[],356,1,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,POINT (-80.26881 25.84583)
NY,330154,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,1275 YORK AVENUE,NEW YORK,10065,61,Short Term,new_nhsn,[],514,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-73.95585 40.76398)
WI,521309,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,402 W LAKE ST,FRIENDSHIP,53934,1,Critical Access Hospitals,new_nhsn,[],25,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0,0,2,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-89.82075 43.97401)
TX,450617,HCA HOUSTON HEALTHCARE CLEAR LAKE,500 MEDICAL CENTER BLVD,WEBSTER,77598,201,Short Term,new_nhsn,[],367,2,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,POINT (-95.12734 29.54029)
NV,291309,BOULDER CITY HOSPITAL,901 ADAMS BLVD,BOULDER CITY,89005,3,Critical Access Hospitals,new_nhsn,[],20,1,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-114.84284 35.96838)
TN,441309,MARSHALL MEDICAL CENTER,1080 NORTH ELLINGTON PARKWAY,LEWISBURG,37091,117,Critical Access Hospitals,new_nhsn,[],25,1,03/02/2023 12:00:00 AM,14,1,false,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-86.78709 35.46475)
MN,241328,SANFORD BAGLEY MEDICAL CENTER,203 4TH STREET NORTHWEST,BAGLEY,56621,29,Critical Access Hospitals,new_nhsn,[],25,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-95.40204 47.52579)
UT,461310,BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,BLANDING,84511,37,Critical Access Hospitals,new_nhsn,[],11,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-109.48157 37.61298)
OK,370022,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1200 EAST PECAN ST,ALTUS,73521,65,Short Term,new_nhsn,[],49,1,03/02/2023 12:00:00 AM,14,1,false,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,0,,,,,,,,,,,,,,POINT (-99.31911 34.63523)
